,type_sol,classe_age,classe_hauteur,classe_circonference,vigueur_pousse,plaie_collet,fissure_tronc,plaie_tronc,fissure_houppier,bois_mort_houppier,plaie_houppier,prescription_1,prescription_2,prescription_3,type_delai_1,type_delai_2,ID_ARBRE,commune,quartier,site,cote_voirie,genre_arbre,espece_arbre,situation,port_arbre,champignon_collet,insecte_collet,observation_collet,champignon_tronc,insecte_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,observation_tronc,champignon_houppier,insecte_houppier,ecorce_incluse_houppier,observation_houppier,contrainte,date_diagnostic,observation_travaux,matricule_arbre,controle,surf_permeable,date_plantation,hauteur,diametre,circonference (en cm),esperance_maintien,Long,Lat,classification_diagnostic
110,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-111,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/22,,14,,1.0,2010,400,15.915494309189532,25,1.0,2.077,48.9,C1
414,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-415,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,6,,1.0,2010,600,50.92958178940651,80,1.0,2.071,48.894,C2
663,MA,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HBMU ,HPLS,au,,,,b,78551-Arbres-664,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,Arbre jeune a faible avenir voir évolution dans le temps,43,,3.0,2015,500,15.915494309189532,25,3.0,2.072,48.901,C4
401,S,A,H3,C4,P,,,,,,,,,,,,78551-Arbres-402,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Paulownia, Glabrata -  - ,Alignement,L,Non,,,,,,Non,Non,,,,,,,,,30,1.0,1.0,1980,1500,117.77465788800257,185,,2.073,48.895,NaN
400,S,A,H3,C5,P,,,,,,,,,,,,78551-Arbres-401,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Paulownia, Glabrata -  - ,Alignement,L,Non,,,,,,Non,Non,,,,,,,,,29,1.0,1.0,1980,1500,149.60564650638162,235,,2.073,48.895,NaN
278,Gr,JA,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-279,Saint Germain en Laye,Quartier 6 - Hôpital,Rue du Docteur Jean Paul Lamare,Impair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,2,,1.0,2010,500,28.64788975654116,45,1.0,2.079,48.899,C2
685,S,JA,H2,C2,PP,AU,TPF,ZZ,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-686,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,Autres,Non,Non,Non,Non,Non,Autres,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,10,,1.0,2000,700,63.66197723675813,100,3.0,2.072,48.902,C3
109,Gr,J,H1,C1,PP,RCPLC,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-110,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/10/22,,13,,1.0,2010,500,19.09859317102744,30,2.0,2.076,48.9,C3
586,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-587,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,10,,1.0,1980,600,50.92958178940651,80,1.0,2.098,48.895,C2
79,S,JA,H2,C1,P,RCPLCF,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-080,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Oui,Non,Fructification ganoderme,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,12,,1.5,2010,700,25.464790894703256,40,3.0,2.065,48.901,C3
591,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-592,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,15,,1.0,1980,600,47.7464829275686,75,1.0,2.098,48.896,C2
668,MA,JA,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLNC,tfo,,,,b,78551-Arbres-669,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Plaie longitudinale,Non,2020/12/16,,5,,3.0,2000,500,38.19718634205488,60,1.0,2.069,48.901,C2
55,GR,JA,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RT,,,,b,78551-Arbres-056,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Tuteur de formation,Non,2020/10/23,,5,,4.0,2018,500,15.915494309189532,25,1.0,2.064,48.901,C1
184,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-185,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,40,,4.0,2000,500,31.830988618379067,50,1.0,2.067,48.9,C1
706,Gr,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPPL,,,,,,78551-Arbres-707,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,,PhotiniaxFraseri'RedRobin',,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,Bonne vigueur,Non,2020/12/18,,6,,1.0,2000,500,25.464790894703256,40,1.0,2.089,48.899,C2
176,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-177,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,32,,4.0,2000,500,38.19718634205488,60,1.0,2.066,48.9,C1
346,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-347,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,48,,1.0,2019,600,19.09859317102744,30,1.0,2.071,48.898,C1
507,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-508,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,30,,4.0,1980,800,66.84507609859604,105,2.0,2.085,48.903,C2
546,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-547,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/24,,6,,1.0,2000,500,38.19718634205488,60,1.0,2.096,48.896,C2
230,GR,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-231,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,32,,4.0,2000,500,25.464790894703256,40,1.0,2.067,48.9,C2
132,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-133,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,10,,1.5,2010,700,35.01408748021697,55,1.0,2.068,48.901,C1
379,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-380,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,8,,1.0,2010,800,41.38028520389279,65,1.0,2.072,48.893,C2
301,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-302,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,3,,1.0,2018,500,25.464790894703256,40,1.0,2.066,48.895,C1
14,G,JA,H3,C2,P,RCPLNS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-015,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Nouveau cimetière,,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,Choc collet,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/16,,7,,100.0,2010,1200,38.19718634205488,60,1.0,2.065,48.902,C2
161,MA,A,H1,C2,P,RCPLNC,TPF,TPLNC,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-162,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,Non,Non,Cavité ouverte ,Non,Non,Non,,Non,2020/11/16,,17,,4.0,2000,500,35.01408748021697,55,2.0,2.065,48.9,C3
261,Gr,JA,H2,C2,P,RCPLS,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-262,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Réitération traumatique,Non,2020/10/21,,62,,1.0,2010,700,35.01408748021697,55,1.0,2.074,48.897,C2
139,S,JA,H2,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-140,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,17,,1.5,2010,700,28.64788975654116,45,1.0,2.068,48.902,C1
498,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-499,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/24,,21,,4.0,1980,800,57.29577951308232,90,2.0,2.086,48.902,C2
114,Gr,J,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-115,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,18,,1.0,2010,500,38.19718634205488,60,1.0,2.077,48.9,C2
449,MA,A,H2,C3,P,RCPLS,TFO,TPLNC,HFO ,HPBM ,HPLNC,tr,,,,a,78551-Arbres-450,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,Fissure ouverte axe2 2M Sud Est,Oui,2020/11/23,réduction de 2m de la charpentière S par rapport a la fissure,20,,4.0,1980,800,76.39437268410977,120,2.0,2.085,48.903,C4
563,Gr,A,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-564,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,23,,1.0,2000,500,31.830988618379067,50,1.0,2.097,48.896,C2
392,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-393,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Échaudure,Non,2020/11/19,,21,,1.0,2010,800,44.563384065730695,70,1.0,2.072,48.895,C2
540,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-541,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,63,,4.0,1980,800,73.21127382227186,115,2.0,2.082,48.905,C2
359,Gr,JA,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-360,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,10,,1.0,2010,500,31.830988618379067,50,1.0,2.072,48.894,C1
425,G,AM,H5,C6,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLNC,tr,,,,a,78551-Arbres-426,Saint Germain en Laye,Quartier 3 - Lycée International,Place Jean Monnet,,Aesculus, Hippocastanum -  - Baumannii,,L,Non,Non,Racine de surface abimée,Non,Non,Oui,Non,Non,,Non,Non,Non,Cavité ouverte,Oui,2020/11/27,supprimer charpentière E a 8m par rapport cavité ouverte,1,,5.0,1950,2200,171.88733853924697,270,1.0,2.062,48.898,C3
148,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RT,,,,b,78551-Arbres-149,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Non,,Non,Non,Non,,Non,2020/11/16,,4,,4.0,2000,500,28.64788975654116,45,1.0,2.064,48.901,C2
351,Gr,JA,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-352,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,2,,1.0,2010,500,31.830988618379067,50,1.0,2.072,48.893,C1
108,Gr,J,H1,C1,P,RCPLS,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-109,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,12,,1.0,2010,500,31.830988618379067,50,1.0,2.076,48.9,C2
303,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-304,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,5,,1.0,2018,500,22.281692032865347,35,1.0,2.066,48.895,C1
170,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-171,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,26,,4.0,2000,500,35.01408748021697,55,1.0,2.066,48.9,C1
293,Gr,J,H1,C2,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-294,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,37,,1.0,2010,500,38.19718634205488,60,1.0,2.081,48.9,C2
225,GR,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-226,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,27,,4.0,2000,500,28.64788975654116,45,1.0,2.066,48.9,C2
649,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,trd,,,,b,78551-Arbres-650,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Branches cassées ,Non,2020/11/25,Rehaussement de la voute,39,,1.0,1980,600,63.66197723675813,100,1.0,2.099,48.897,C2
48,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-049,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,36,,4.0,2000,500,35.01408748021697,55,1.0,2.068,48.9,C1
335,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-336,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,37,,1.0,2019,600,19.09859317102744,30,1.0,2.069,48.898,C1
313,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-314,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,15,,1.0,2018,500,22.281692032865347,35,1.0,2.067,48.896,C1
417,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-418,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,9,,1.0,2010,600,50.92958178940651,80,1.0,2.071,48.894,C2
244,CS,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,b,b,78551-Arbres-245,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,69,,3.0,2015,600,25.464790894703256,40,1.0,2.073,48.899,C1
523,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-524,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,46,,4.0,1980,800,66.84507609859604,105,2.0,2.084,48.904,C2
521,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-522,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,44,,4.0,1980,800,76.39437268410977,120,2.0,2.084,48.904,C2
662,MA,JA,H2,C2,D,RCPPL,TPF,TPLS,HPF ,HBMU ,HPLS,ab,,,,a,78551-Arbres-663,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Oui,2020/12/16,,42,,3.0,2000,700,35.01408748021697,55,4.0,2.072,48.901,C5
437,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-438,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,8,,4.0,1980,800,47.7464829275686,75,2.0,2.085,48.902,C2
353,Gr,JA,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-354,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,4,,1.0,2010,500,35.01408748021697,55,1.0,2.072,48.893,C1
641,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-642,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,31,,1.0,1980,600,57.29577951308232,90,1.0,2.099,48.897,C2
95,S,JA,H2,C1,P,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-096,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Problème de coupe,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,28,,1.5,2010,700,31.830988618379067,50,1.0,2.066,48.901,C2
448,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-449,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,19,,4.0,1980,800,60.47887837492023,95,2.0,2.085,48.903,C2
445,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-446,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,16,,4.0,1980,800,60.47887837492023,95,2.0,2.085,48.903,C2
580,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-581,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,4,,1.0,1980,600,57.29577951308232,90,1.0,2.098,48.895,C2
197,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-198,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/16,,55,,4.0,2000,500,35.01408748021697,55,1.0,2.069,48.899,C1
23,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-024,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Tilia, Platyphyllos -  - Flamme du Vercor,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,3,,0.0,2015,400,28.64788975654116,45,3.0,2.074,48.903,C1
454,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-455,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,25,,4.0,1980,800,66.84507609859604,105,2.0,2.084,48.903,C2
494,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-495,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,17,,4.0,1980,800,76.39437268410977,120,2.0,2.086,48.902,C2
